,status,gender,firstName,level,lastName,userId,ts,auth,page,sessionId,location,itemInSession,userAgent,method,length,song,artist,time,registration
12405201,200,F,Hannah,free,Ray,1515114,1541568688000,Logged In,NextSong,164033,"Miami-Fort Lauderdale-West Palm Beach, FL",57,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,459.2322,August's Rhapsody,August Rush (Motion Picture Soundtrack),2018-11-07 05:31:28,2018-09-18 07:37:41
1393528,200,M,Jason,paid,Clark,1428726,1538710451000,Logged In,NextSong,40110,"Bremerton-Silverdale, WA",9,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,313.0771,Aventurera (vivo),Alberto Plaza,2018-10-05 03:34:11,2018-09-11 22:54:58
2359321,200,M,Samuel,paid,Bruce,1943445,1539016698000,Logged In,NextSong,51756,"San Francisco-Oakland-Hayward, CA",104,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,230.21669,Dem Jeans (Explicit) (Feat. Jermaine Dupri),Chingy Featuring Jermaine Dupri,2018-10-08 16:38:18,2018-09-06 07:23:52
11058680,200,M,Madden,paid,Baldwin,1779885,1541183019000,Logged In,NextSong,147427,"Worcester, MA-CT",64,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,156.39465,Grandfather,Stephen Lynch,2018-11-02 18:23:39,2018-08-24 13:40:26
3832343,200,F,Lane,paid,Rice,1108397,1539352763000,Logged In,NextSong,66001,"College Station-Bryan, TX",535,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,209.50159,My Propeller,Arctic Monkeys,2018-10-12 13:59:23,2018-07-31 16:19:00
24475130,200,F,Baylie,paid,Elliott,1425998,1540829744000,Logged In,NextSong,23175,"Washington-Arlington-Alexandria, DC-VA-MD-WV",22,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,157.33506,One Step Closer (Album Version),Linkin Park,2018-10-29 16:15:44,2018-09-21 11:16:54
3580423,200,F,Taylor,paid,Perez,1644632,1539291482000,Logged In,NextSong,66775,"Dallas-Fort Worth-Arlington, TX",60,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,224.07791,Yo Envidio El Viento,Lila Downs,2018-10-11 20:58:02,2018-08-22 14:36:51
23982180,200,M,Jose,paid,Martin,1965983,1540007506000,Logged In,NextSong,16441,"New York-Newark-Jersey City, NY-NJ-PA",66,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),PUT,178.23302,Stationary Stationery,Anberlin,2018-10-20 03:51:46,2018-09-01 11:14:53
14527430,200,M,Hayden,paid,Hammond,1185042,1542137459000,Logged In,NextSong,183809,"Indianapolis-Carmel-Anderson, IN",40,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,PUT,277.15873,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,2018-11-13 19:30:59,2018-07-28 16:19:16
737278,200,M,Landon,free,Chen,1021531,1538556074000,Logged In,NextSong,33975,"Visalia-Porterville, CA",134,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,226.2722,Moment Of Truth,FM Static,2018-10-03 08:41:14,2018-07-10 09:56:50
3606634,200,M,Daniel,paid,Bates,1594208,1539297240000,Logged In,NextSong,56017,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",209,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,348.57751,Undo,BjÃÂ¶rk,2018-10-11 22:34:00,2018-09-22 12:31:10
24827975,200,M,Emmanuel,paid,Ball,1862070,1541386477000,Logged In,NextSong,22331,"Chicago-Naperville-Elgin, IL-IN-WI",52,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,239.3073,You're The One,Dwight Yoakam,2018-11-05 02:54:37,2018-09-11 08:24:37
9779575,200,F,Grace,paid,Jones,1598261,1540896886000,Logged In,NextSong,67640,"Show Low, AZ",237,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,265.482,Tenderly,Euge Groove,2018-10-30 10:54:46,2018-06-19 00:11:49
24198952,200,F,Emma,paid,Lowe,1516793,1540381408000,Logged In,NextSong,14779,"Sacramento--Roseville--Arden-Arcade, CA",92,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,314.53995,Thriller,Michael Jackson,2018-10-24 11:43:28,2018-09-14 07:27:29
24146953,200,F,Charlotte,paid,Knight,1057338,1540311010000,Logged In,NextSong,12702,"Dallas-Fort Worth-Arlington, TX",41,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,333.63546,True,Spandau Ballet,2018-10-23 16:10:10,2018-09-28 23:14:43
14263889,200,F,Kymora,paid,Wright,1516605,1542076992000,Logged In,NextSong,179202,"San Jose-Sunnyvale-Santa Clara, CA",191,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",PUT,253.04771,End,Secondhand Serenade,2018-11-13 02:43:12,2018-07-12 21:41:20
25339775,200,M,Jersain,paid,Mason,1426268,1542156459000,Logged In,NextSong,23161,"Dallas-Fort Worth-Arlington, TX",121,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,228.10077,Going Nowhere,Cut Copy,2018-11-14 00:47:39,2018-06-08 01:13:45
24065470,200,M,Joshua,paid,Jackson,1361124,1540197207000,Logged In,NextSong,18475,"New York-Newark-Jersey City, NY-NJ-PA",45,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,219.32363,Black Man Ray,China Crisis,2018-10-22 08:33:27,2018-08-12 05:55:55
22860272,200,M,Cooper,free,Rodriguez,1675073,1538353146000,Logged In,NextSong,1254,"St. Louis, MO-IL",20,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,90.56608,Terre Promise,O'Rosko Raricim,2018-10-01 00:19:06,2018-08-30 14:37:17
20602917,200,M,Jack,paid,Alexander,1407795,1540395974000,Logged In,Help,13376,"Seattle-Tacoma-Bellevue, WA",11,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",GET,,,,2018-10-24 15:46:14,2018-09-23 02:12:18
25314100,200,M,Ayush,paid,Clarke,1173771,1542127422000,Logged In,NextSong,32856,"San Francisco-Oakland-Hayward, CA",36,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,183.32689,Up to Him,Tracy Lawrence,2018-11-13 16:43:42,2018-09-21 08:28:56
22385887,200,F,Elise,paid,Reynolds,1951891,1541796459000,Logged In,NextSong,25120,"McAllen-Edinburg-Mission, TX",87,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,223.18975,Left Of The Dial,The Replacements,2018-11-09 20:47:39,2018-09-29 10:51:33
12032163,200,F,Khaloni,paid,Thompson,1183592,1541484993000,Logged In,NextSong,149462,"Lakeland-Winter Haven, FL",100,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,209.34485,Supermassive Black Hole (Album Version),Muse,2018-11-06 06:16:33,2018-09-23 07:38:52
7642519,307,M,Malcolm,paid,Conner,1902663,1540347291000,Logged In,Thumbs Down,112161,"Seattle-Tacoma-Bellevue, WA",341,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,,,,2018-10-24 02:14:51,2018-09-19 01:30:53
20235990,200,M,Noah,free,Rodgers,1730675,1539138661000,Logged In,NextSong,2479,"Tampa-St. Petersburg-Clearwater, FL",7,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,186.69669,ObservÃÂ¡ndonos (SatÃÂ©lites),Soda Stereo,2018-10-10 02:31:01,2018-06-13 15:00:26
14952115,200,F,Isabella,paid,Fuentes,1123829,1542234514000,Logged In,NextSong,163051,"New York-Newark-Jersey City, NY-NJ-PA",21,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,276.00934,Cherry Red (Groundhogs Cover),Earthless,2018-11-14 22:28:34,2018-09-12 12:30:38
2822164,200,F,Rylee,paid,Clark,1978884,1539119278000,Logged In,NextSong,61500,"McAllen-Edinburg-Mission, TX",68,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,167.23546,Lullaby,Jack Johnson / Matt Costa,2018-10-09 21:07:58,2018-09-25 00:20:32
4484903,200,F,Anabel,paid,Anderson,1756152,1539565639000,Logged In,NextSong,66421,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",21,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,249.96526,Keep It Simple,Cobra Starship,2018-10-15 01:07:19,2018-09-30 21:13:11
1391295,200,M,Malakai,paid,Osborne,1428231,1538709849000,Logged In,NextSong,32881,"Atlanta-Sandy Springs-Roswell, GA",20,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,428.59057,Cabo Parano,Martin Solveig & Stephy Haik,2018-10-05 03:24:09,2018-09-17 14:47:36
5885682,200,F,Taylor,paid,Cummings,1791601,1539886413000,Logged In,Home,83925,"Utica-Rome, NY",276,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",GET,,,,2018-10-18 18:13:33,2018-09-18 00:36:23
8353829,200,M,Johnta,paid,Williams,1381146,1540504691000,Logged In,NextSong,123545,"Harrisburg-Carlisle, PA",25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,300.53832,We Will Become Silhouettes (Album),Postal Service,2018-10-25 21:58:11,2018-09-08 16:50:16
2529634,200,F,Myah,paid,Carr,1868001,1539054103000,Logged In,NextSong,56313,"Albany-Schenectady-Troy, NY",215,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,231.26159,Use Somebody,Kings Of Leon,2018-10-09 03:01:43,2018-07-06 11:00:23
1095540,200,M,Damien,free,Baker,1717055,1538643581000,Logged In,NextSong,39833,"Rochester, NY",3,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,284.49914,Land Of Confusion,Genesis,2018-10-04 08:59:41,2018-08-25 18:10:21
25615244,200,F,Alexandra,paid,Roberts,1064873,1542613223000,Logged In,Home,37043,"Little Rock-North Little Rock-Conway, AR",159,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",GET,,,,2018-11-19 07:40:23,2018-08-06 19:08:47
14646829,200,F,Jazahria,paid,Floyd,1720443,1542163781000,Logged In,NextSong,186871,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),PUT,374.49098,Hurt,Nine Inch Nails,2018-11-14 02:49:41,2018-08-22 21:32:40
13712330,200,M,Buckley,paid,Sanchez,1536380,1541911249000,Logged In,NextSong,174432,"New York-Newark-Jersey City, NY-NJ-PA",108,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,206.10567,The Train Kept A Rollin',The Yardbirds,2018-11-11 04:40:49,2018-07-17 06:46:39
4157348,200,F,Alyah,paid,Morris,1185954,1539437365000,Logged In,NextSong,73414,"Tyler, TX",6,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,228.88444,Kids With Guns,Gorillaz,2018-10-13 13:29:25,2018-09-18 12:35:06
2015455,200,M,Isaiah,paid,Daniels,1230336,1538912348000,Logged In,NextSong,43519,"Salt Lake City, UT",116,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,202.50077,Dime QuiÃÂ©n,A.B. Quintanilla III Y Los Kumbia All Starz,2018-10-07 11:39:08,2018-05-03 20:03:07
10880952,200,F,Julia,paid,Smith,1308927,1541143294000,Logged In,NextSong,148516,"Dunn, NC",36,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,181.9424,Bringing Us Down,Les Savy Fav,2018-11-02 07:21:34,2018-10-20 02:33:37
24582440,200,F,Sharilyn,paid,Rodriguez,1706814,1540963854000,Logged In,Downgrade,16704,"Los Angeles-Long Beach-Anaheim, CA",9,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",GET,,,,2018-10-31 05:30:54,2018-09-04 13:50:52
4945111,307,F,Annaleigh,paid,Haynes,1537656,1539676342000,Logged In,Thumbs Up,86935,"Los Angeles-Long Beach-Anaheim, CA",24,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,,,,2018-10-16 07:52:22,2018-09-30 08:16:06
11671999,200,M,William,free,Perez,1734557,1541399763000,Logged In,NextSong,147148,"Fayetteville-Springdale-Rogers, AR-MO",59,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",PUT,291.34322,Minstrel hall (live),Blackmore's Night,2018-11-05 06:36:03,2018-09-13 21:28:57
4618221,200,M,Malcolm,paid,Conner,1902663,1539605184000,Logged In,NextSong,82799,"Seattle-Tacoma-Bellevue, WA",99,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,181.08036,Hokkaido,Amon Tobin,2018-10-15 12:06:24,2018-09-19 01:30:53
14090308,200,M,Tyler,paid,Mcfarland,1017064,1542038608000,Logged In,Home,179358,"Washington-Arlington-Alexandria, DC-VA-MD-WV",90,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,GET,,,,2018-11-12 16:03:28,2018-09-02 06:56:34
10668662,200,M,Luis,paid,Robinson,1000409,1541094657000,Logged In,NextSong,143720,"Ogden-Clearfield, UT",31,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,222.45832,Crying Lightning,Arctic Monkeys,2018-11-01 17:50:57,2018-08-01 23:21:24
3141931,200,M,Kaidyn,paid,Tucker,1496047,1539193967000,Logged In,NextSong,65412,"Binghamton, NY",95,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,171.80689,Vicinity Of Obscenity,System of a Down,2018-10-10 17:52:47,2018-08-27 13:35:34
2244235,200,M,Sidney,paid,Johnson,1817813,1538989943000,Logged In,NextSong,53905,"New York-Newark-Jersey City, NY-NJ-PA",205,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,268.38159,What I Be,Michael Franti & Spearhead,2018-10-08 09:12:23,2018-09-06 17:40:17
20484912,200,M,Nicholas,free,Peterson,1909028,1539914015000,Logged In,NextSong,11155,"Kansas City, MO-KS",176,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,189.6224,Lucky (Album Version),Jason Mraz & Colbie Caillat,2018-10-19 01:53:35,2018-09-29 17:44:39
13953623,307,M,Joshua,paid,Morgan,1269740,1542002576000,Logged In,Logout,181509,"Kansas City, MO-KS",42,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,,,,2018-11-12 06:02:56,2018-09-30 23:04:58
16378693,200,M,Angel,paid,Sanchez,1621925,1542651177000,Logged In,NextSong,193782,"Paragould, AR",2,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",PUT,232.69832,That Should Be Me,Justin Bieber,2018-11-19 18:12:57,2018-09-19 21:27:18
8766101,200,M,Michael,paid,Dominguez,1402551,1540595629000,Logged In,NextSong,125647,"Milwaukee-Waukesha-West Allis, WI",21,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,286.45832,The Killing Fields (Devil's in our Hearts),People Noise,2018-10-26 23:13:49,2018-08-29 17:56:07
11410501,200,F,Stella,paid,Williams,1766016,1541295816000,Logged In,NextSong,153999,"Omaha-Council Bluffs, NE-IA",20,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),PUT,224.07791,Sunshine (Feat. Anthony Hamilton) (Edited Album Version),Twista,2018-11-04 01:43:36,2018-05-30 01:54:44
3654201,200,M,Kaine,paid,Crosby,1885447,1539308432000,Logged In,NextSong,72862,"Milwaukee-Waukesha-West Allis, WI",12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,477.23057,The Ghost In You,BT,2018-10-12 01:40:32,2018-09-25 08:51:15
1241617,200,M,Thomas,paid,Kent,1406232,1538675805000,Logged In,NextSong,37847,"Houston-The Woodlands-Sugar Land, TX",248,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,211.98322,I Stay In Love,Mariah Carey,2018-10-04 17:56:45,2018-08-12 10:15:30
8478824,200,M,Cash,paid,Hall,1557330,1540533369000,Logged In,NextSong,125668,"Tyler, TX",21,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",PUT,257.54077,Imma Be,Black Eyed Peas,2018-10-26 05:56:09,2018-08-23 04:25:08
2281007,200,F,Ezmerelda,paid,Simon,1631342,1538999644000,Logged In,NextSong,33678,"Peoria, IL",140,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,268.5122,My Name Is,Eminem,2018-10-08 11:54:04,2018-09-15 11:23:24
24067325,200,F,Abigail,paid,Vance,1117786,1540200774000,Logged In,NextSong,16370,"St. George, UT",21,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,227.02975,Glitter In The Air,P!nk,2018-10-22 09:32:54,2018-09-29 02:05:57
6696042,200,M,Aiden,paid,Collins,1935510,1540099761000,Logged In,NextSong,97376,"Los Angeles-Long Beach-Anaheim, CA",330,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,180.55791,Now Or Never,Three Days Grace,2018-10-21 05:29:21,2018-09-24 11:05:51
2902674,200,F,Sofia,paid,Ellis,1863859,1539137460000,Logged In,NextSong,56323,"Fond du Lac, WI",143,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,252.08118,Southside,The Game Featuring Lil Scrappy,2018-10-10 02:11:00,2018-05-25 23:18:17
10319265,200,M,Bennett,paid,Black,1850554,1541015112000,Logged In,NextSong,113409,"Evanston, WY",507,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,273.21424,Head Like A Hole,Nine Inch Nails,2018-10-31 19:45:12,2018-09-26 14:38:50
12720277,200,M,Jacob,paid,Smith,1889913,1541643285000,Logged In,NextSong,166445,"Sacramento--Roseville--Arden-Arcade, CA",189,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,219.0624,Therapie In De Nachtlucht,Mama's Jasje,2018-11-08 02:14:45,2018-09-01 14:34:12
21969873,307,F,Lianny,paid,Torres,1309309,1540485047000,Logged In,Add Friend,16914,"Oklahoma City, OK",6,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-10-25 16:30:47,2018-09-13 10:03:10
23961269,200,M,Landon,paid,Davis,1254387,1539979873000,Logged In,NextSong,17295,"Tucson, AZ",12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,222.01424,Kilometros,Sin Bandera,2018-10-19 20:11:13,2018-09-28 21:42:20
15397216,200,F,Rania,free,Rose,1265554,1542338390000,Logged In,NextSong,186190,"Victoria, TX",67,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",PUT,333.58322,Annihilation By The Hands Of God (Album Version),Roadrunner United,2018-11-16 03:19:50,2018-10-30 16:53:56
12482538,200,F,Valerie,paid,Bell,1396400,1541588388000,Logged In,NextSong,152973,"Glens Falls, NY",151,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,249.23383,Strawberry Swing,Coldplay,2018-11-07 10:59:48,2018-07-03 23:11:36
4665599,200,F,Vada,paid,Bryan,1142789,1539615570000,Logged In,NextSong,81592,"Tampa-St. Petersburg-Clearwater, FL",200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,415.79057,Apple,Sander Van Doorn,2018-10-15 14:59:30,2018-07-10 20:47:26
14153879,200,F,Lily,paid,Silva,1145105,1542051875000,Logged In,NextSong,182823,"New York-Newark-Jersey City, NY-NJ-PA",123,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,239.41179,You Learn (Album Version),Alanis Morissette,2018-11-12 19:44:35,2018-09-18 17:11:47
203252,200,F,Emilia,free,Cook,1929912,1538416178000,Logged In,Home,23798,"Dallas-Fort Worth-Arlington, TX",31,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:30.0) Gecko/20100101 Firefox/30.0,GET,,,,2018-10-01 17:49:38,2018-08-19 13:11:24
15252570,200,M,Diego,paid,Russell,1070195,1542304496000,Logged In,NextSong,192143,"Los Angeles-Long Beach-Anaheim, CA",275,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,277.26322,Ashes In The Fall,Rage Against The Machine,2018-11-15 17:54:56,2018-08-31 19:50:12
4716127,200,F,Elizabethann,paid,Richards,1458411,1539625327000,Logged In,NextSong,62255,"Worcester, MA-CT",143,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,237.45261,Number One (Explicit Album Version) (Feat. Kanye West),Pharrell featuring Kanye West,2018-10-15 17:42:07,2018-07-20 09:52:44
1644528,200,M,Donavon,free,Singh,1505822,1538772006000,Logged In,NextSong,47366,"Atlanta-Sandy Springs-Roswell, GA",26,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,182.49098,Train Song,Feist + Ben Gibbard,2018-10-05 20:40:06,2018-06-09 10:54:32
14264653,200,F,Demiyah,paid,Cruz,1814990,1542077183000,Logged In,NextSong,178052,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",179,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,156.52526,Tipitina,Professor Longhair,2018-11-13 02:46:23,2018-09-19 08:01:47
1538790,200,F,Allison,paid,Wallace,1131641,1538749599000,Logged In,NextSong,44093,"Austin-Round Rock, TX",22,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,205.45261,Marry Me,Train,2018-10-05 14:26:39,2018-07-29 08:01:20
1541565,200,M,Mike,free,Grant,1282474,1538750243000,Logged In,NextSong,32114,"Tampa-St. Petersburg-Clearwater, FL",70,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,122.04363,Ain't Misbehavin,Sam Cooke,2018-10-05 14:37:23,2018-09-28 13:43:57
14759054,200,M,Brayden,paid,White,1690998,1542192367000,Logged In,NextSong,188442,"Ithaca, NY",31,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,175.43791,Mardy Bum,Arctic Monkeys,2018-11-14 10:46:07,2018-07-22 01:12:41
